person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
54.0,female,Doctorate,72612.95,27,MORTGAGE,11856.51,EDUCATION,17.76,0.16,12.0,562,No,0
35.0,male,Associate,74461.3,11,OWN,8139.45,PERSONAL,18.09,0.11,7.0,556,No,0
46.0,female,High School,28982.48,15,MORTGAGE,5899.3,MEDICAL,16.14,0.2,18.0,619,Yes,0
49.0,male,Doctorate,32244.57,7,RENT,13518.39,HOMEIMPROVEMENT,15.34,0.42,14.0,577,Yes,0
43.0,male,Associate,22705.04,5,RENT,11048.56,DEBTCONSOLIDATION,14.37,0.49,12.0,548,Yes,0
45.0,female,Bachelor,144732.51,18,MORTGAGE,35000.0,HOMEIMPROVEMENT,17.82,0.24,17.0,644,No,1
37.0,male,High School,28130.25,7,RENT,11506.71,DEBTCONSOLIDATION,13.46,0.41,10.0,581,Yes,0
53.0,male,Associate,30002.0,22,OWN,13101.78,EDUCATION,13.37,0.44,21.0,674,No,0
47.0,female,Doctorate,41917.55,21,MORTGAGE,6467.05,HOMEIMPROVEMENT,15.21,0.15,14.0,594,Yes,0
38.0,male,Doctorate,71098.36,0,MORTGAGE,34905.49,VENTURE,20.16,0.49,8.0,534,Yes,0
47.0,male,Doctorate,77641.12,2,RENT,16679.34,EDUCATION,15.12,0.21,15.0,685,No,0
47.0,male,Master,96064.43,18,MORTGAGE,8817.85,MEDICAL,8.61,0.09,21.0,686,No,1
45.0,female,Bachelor,261634.49,27,MORTGAGE,35000.0,HOMEIMPROVEMENT,10.54,0.13,8.0,648,No,1
29.0,female,Bachelor,27561.96,6,MORTGAGE,2484.69,PERSONAL,19.41,0.09,8.0,531,No,0
41.0,female,High School,32234.65,16,MORTGAGE,5138.81,HOMEIMPROVEMENT,15.19,0.16,13.0,646,Yes,0
53.0,female,Bachelor,63038.05,10,RENT,13225.8,MEDICAL,13.18,0.21,26.0,618,Yes,0
50.0,male,Bachelor,41758.0,7,RENT,8015.57,PERSONAL,16.17,0.19,12.0,577,Yes,0
49.0,male,Bachelor,18501.59,7,OWN,5479.33,MEDICAL,14.52,0.3,14.0,599,Yes,0
47.0,female,Associate,67633.94,28,MORTGAGE,17435.54,VENTURE,14.36,0.26,9.0,606,No,1
54.0,male,High School,31831.3,28,RENT,9222.78,MEDICAL,17.2,0.29,10.0,553,Yes,0
40.0,female,Bachelor,31017.58,8,OTHER,4924.5,PERSONAL,17.18,0.16,11.0,555,Yes,0
38.0,female,Doctorate,45739.99,1,RENT,11214.43,HOMEIMPROVEMENT,16.02,0.25,6.0,546,Yes,0
65.0,female,Associate,113753.11,41,MORTGAGE,20919.31,HOMEIMPROVEMENT,12.42,0.18,26.0,664,No,0
39.0,male,High School,63856.23,6,RENT,13576.89,EDUCATION,14.8,0.21,11.0,575,Yes,0
35.0,female,Master,36152.9,4,RENT,12980.42,VENTURE,13.41,0.36,12.0,622,No,1
42.0,female,Bachelor,25357.64,17,RENT,8813.75,VENTURE,11.1,0.35,17.0,664,No,1
45.0,male,Bachelor,76231.97,3,RENT,12598.94,PERSONAL,17.49,0.17,11.0,576,Yes,0
54.0,female,Master,183384.12,7,RENT,31358.73,MEDICAL,17.2,0.17,26.0,697,No,0
41.0,male,Bachelor,180173.25,12,MORTGAGE,25190.43,PERSONAL,14.47,0.14,6.0,612,Yes,0
41.0,male,Bachelor,23556.38,2,RENT,11201.24,VENTURE,17.7,0.48,14.0,498,Yes,0
45.0,female,Bachelor,131959.59,25,OWN,35000.0,DEBTCONSOLIDATION,18.44,0.27,15.0,665,No,0
40.0,female,Associate,50290.46,22,MORTGAGE,9766.47,PERSONAL,12.39,0.19,9.0,593,Yes,0
34.0,male,Associate,17231.32,14,MORTGAGE,5879.32,DEBTCONSOLIDATION,13.71,0.34,11.0,605,Yes,0
35.0,male,High School,23110.28,10,RENT,3571.47,PERSONAL,15.99,0.15,7.0,587,No,0
57.0,female,Bachelor,42937.8,21,RENT,4076.01,MEDICAL,13.38,0.09,20.0,647,Yes,0
51.0,male,High School,44364.77,9,MORTGAGE,20943.57,EDUCATION,12.78,0.47,20.0,635,Yes,0
44.0,female,Master,31496.57,4,RENT,5849.45,PERSONAL,20.82,0.19,10.0,524,Yes,0
50.0,female,Associate,63121.97,5,MORTGAGE,21138.16,EDUCATION,17.22,0.33,10.0,582,Yes,0
52.0,male,Bachelor,63810.46,5,RENT,22893.85,EDUCATION,16.74,0.36,20.0,568,Yes,0
39.0,female,High School,50129.1,0,MORTGAGE,12911.63,DEBTCONSOLIDATION,18.55,0.26,7.0,538,Yes,0
37.0,male,Associate,32509.33,14,RENT,6917.12,VENTURE,15.18,0.21,7.0,616,No,0
56.0,male,Associate,63860.7,29,RENT,29990.32,EDUCATION,15.66,0.47,13.0,633,No,1
30.0,female,Bachelor,31951.21,9,MORTGAGE,6064.48,PERSONAL,17.47,0.19,7.0,563,No,1
50.0,male,High School,50580.58,11,RENT,5964.92,HOMEIMPROVEMENT,11.99,0.12,13.0,588,Yes,1
46.0,male,Associate,33234.76,2,RENT,16148.39,DEBTCONSOLIDATION,15.33,0.49,17.0,587,No,0
55.0,female,Master,61123.09,7,RENT,13137.64,PERSONAL,14.3,0.21,20.0,624,Yes,0
50.0,male,Bachelor,65838.74,27,OWN,27368.72,DEBTCONSOLIDATION,12.44,0.42,16.0,629,No,0
49.0,male,Bachelor,28018.95,28,RENT,4824.17,PERSONAL,12.24,0.17,22.0,658,Yes,0
37.0,female,Bachelor,85179.74,1,OWN,9693.34,MEDICAL,13.13,0.11,10.0,652,Yes,0
52.0,male,Bachelor,68890.01,24,RENT,18967.07,HOMEIMPROVEMENT,13.08,0.28,13.0,662,No,1
48.0,male,Associate,95142.85,27,RENT,28634.66,DEBTCONSOLIDATION,16.49,0.3,22.0,649,Yes,1
38.0,male,Associate,82592.96,17,OWN,23361.29,PERSONAL,17.64,0.28,8.0,568,Yes,0
46.0,female,High School,22569.32,7,RENT,4995.08,DEBTCONSOLIDATION,15.7,0.22,14.0,558,Yes,0
36.0,male,High School,31982.86,12,RENT,10915.54,EDUCATION,18.79,0.34,8.0,539,Yes,0
43.0,female,Bachelor,29289.67,21,MORTGAGE,12921.68,DEBTCONSOLIDATION,16.17,0.44,15.0,538,Yes,0
70.0,male,Master,155765.62,48,MORTGAGE,30309.01,DEBTCONSOLIDATION,7.48,0.19,25.0,732,No,1
37.0,female,Bachelor,66992.18,13,MORTGAGE,20463.69,MEDICAL,15.6,0.31,8.0,564,Yes,0
34.0,female,Associate,43538.4,5,RENT,6443.74,DEBTCONSOLIDATION,18.22,0.15,9.0,562,Yes,0
35.0,female,Master,61641.92,12,OWN,6958.51,MEDICAL,19.46,0.11,8.0,557,Yes,0
43.0,female,Associate,23843.94,4,RENT,8467.8,EDUCATION,16.92,0.36,6.0,542,Yes,0
51.0,male,High School,60250.37,3,RENT,7692.31,MEDICAL,15.01,0.13,19.0,587,Yes,0
45.0,male,High School,82047.85,0,MORTGAGE,19889.66,PERSONAL,16.26,0.24,9.0,552,Yes,0
34.0,male,Master,130938.21,9,MORTGAGE,32060.0,VENTURE,11.64,0.24,12.0,689,No,1
51.0,male,Bachelor,43213.66,1,RENT,7961.87,MEDICAL,15.7,0.18,21.0,566,Yes,0
31.0,male,Bachelor,57107.14,1,OTHER,12662.68,MEDICAL,11.55,0.22,6.0,661,Yes,0
35.0,female,Bachelor,100081.88,15,MORTGAGE,21479.61,DEBTCONSOLIDATION,14.56,0.21,5.0,535,Yes,0
40.0,male,Bachelor,56215.71,9,RENT,19144.66,VENTURE,16.2,0.34,9.0,544,Yes,0
56.0,female,Associate,135045.13,23,MORTGAGE,35000.0,EDUCATION,13.63,0.26,22.0,634,Yes,0
45.0,female,Bachelor,104769.5,12,RENT,13115.39,MEDICAL,12.16,0.13,19.0,626,No,1
46.0,male,High School,123364.83,1,RENT,35000.0,VENTURE,17.66,0.28,17.0,509,Yes,0
35.0,male,Associate,46970.25,10,RENT,13580.75,VENTURE,15.11,0.29,11.0,613,Yes,0
40.0,female,Bachelor,14295.73,2,RENT,1728.22,EDUCATION,18.77,0.12,7.0,509,Yes,0
54.0,male,High School,44681.54,24,OWN,12325.26,EDUCATION,10.39,0.28,13.0,612,No,1
48.0,male,Master,66328.47,21,RENT,35000.0,VENTURE,12.96,0.53,19.0,693,No,1
51.0,female,High School,46993.34,24,RENT,10374.46,DEBTCONSOLIDATION,17.08,0.22,14.0,588,Yes,0
44.0,female,Associate,103951.31,10,OWN,9283.31,PERSONAL,14.81,0.09,18.0,647,No,0
54.0,male,Associate,35978.85,17,RENT,5921.83,MEDICAL,17.51,0.16,10.0,545,No,0
35.0,male,Bachelor,37580.03,13,RENT,9338.75,EDUCATION,14.68,0.25,9.0,598,Yes,0
43.0,male,High School,26096.4,11,RENT,8312.83,VENTURE,13.96,0.32,13.0,591,No,1
49.0,male,Master,247754.99,29,MORTGAGE,35000.0,HOMEIMPROVEMENT,13.4,0.14,20.0,662,Yes,1
33.0,male,Associate,33852.66,10,RENT,13447.91,VENTURE,16.05,0.4,5.0,595,Yes,0
28.0,female,High School,39205.53,8,OWN,4371.12,PERSONAL,17.77,0.11,3.0,535,Yes,0
65.0,female,High School,109876.8,31,OWN,35000.0,VENTURE,15.55,0.32,23.0,674,No,0
45.0,male,Master,88392.82,5,MORTGAGE,35000.0,HOMEIMPROVEMENT,13.07,0.4,15.0,632,Yes,0
32.0,female,Associate,12964.13,6,RENT,4151.02,EDUCATION,15.83,0.32,5.0,569,Yes,0
45.0,female,Associate,37560.48,18,RENT,7815.23,MEDICAL,15.65,0.21,19.0,580,Yes,0
35.0,male,High School,25236.66,9,RENT,7417.14,PERSONAL,13.04,0.29,11.0,600,Yes,0
37.0,female,Bachelor,23133.66,11,RENT,5470.93,EDUCATION,15.34,0.24,6.0,549,Yes,0
56.0,female,Associate,41276.92,35,RENT,20525.8,VENTURE,12.89,0.5,26.0,658,No,0
40.0,female,High School,10356.77,19,RENT,1618.23,MEDICAL,15.49,0.16,16.0,570,Yes,0
40.0,male,Bachelor,58209.6,4,RENT,20739.44,DEBTCONSOLIDATION,14.69,0.36,8.0,572,Yes,0
35.0,female,Master,61566.76,3,MORTGAGE,5841.85,MEDICAL,18.93,0.09,12.0,532,Yes,0
41.0,male,Associate,26719.77,3,RENT,7783.64,HOMEIMPROVEMENT,17.19,0.29,12.0,537,Yes,0
46.0,male,Associate,19878.69,20,RENT,5858.91,DEBTCONSOLIDATION,17.65,0.29,18.0,548,Yes,0
40.0,female,Associate,86902.31,11,OWN,26602.8,MEDICAL,13.41,0.31,12.0,631,No,1
69.0,female,Master,63509.84,31,RENT,12926.63,PERSONAL,11.66,0.2,20.0,652,Yes,0
36.0,female,Bachelor,102913.3,16,RENT,27771.65,DEBTCONSOLIDATION,15.41,0.27,11.0,618,Yes,0
36.0,male,High School,32845.37,9,RENT,5584.21,PERSONAL,10.85,0.17,11.0,555,Yes,0
41.0,male,Bachelor,121593.86,15,MORTGAGE,35000.0,MEDICAL,14.84,0.29,14.0,623,Yes,0
67.0,female,Associate,60572.93,14,RENT,15797.82,PERSONAL,9.1,0.26,30.0,662,Yes,0
51.0,female,High School,46148.97,28,RENT,17026.08,DEBTCONSOLIDATION,15.37,0.37,19.0,643,Yes,0
40.0,female,Doctorate,46155.32,0,RENT,5677.48,PERSONAL,14.14,0.12,10.0,509,No,1
38.0,male,High School,70080.91,12,MORTGAGE,24470.6,PERSONAL,13.83,0.35,8.0,582,No,1
40.0,female,Associate,43156.24,18,MORTGAGE,7623.69,EDUCATION,15.74,0.18,16.0,622,Yes,0
36.0,male,Bachelor,37894.72,13,MORTGAGE,16356.02,DEBTCONSOLIDATION,12.59,0.43,12.0,599,No,1
41.0,male,Bachelor,44200.79,2,MORTGAGE,15032.75,PERSONAL,13.48,0.34,15.0,655,No,0
43.0,female,High School,41062.36,22,RENT,5410.67,PERSONAL,18.24,0.13,7.0,581,Yes,0
51.0,male,Bachelor,86889.84,12,OWN,26746.34,PERSONAL,16.1,0.31,15.0,646,No,1
48.0,female,Bachelor,23197.57,16,RENT,4041.4,MEDICAL,15.2,0.17,13.0,616,Yes,0
41.0,female,Master,229525.91,11,OWN,35000.0,VENTURE,16.32,0.15,16.0,643,No,1
60.0,female,High School,47511.9,14,MORTGAGE,6223.08,MEDICAL,14.64,0.13,17.0,636,No,0
39.0,male,High School,33625.57,7,RENT,12913.2,VENTURE,15.82,0.38,15.0,519,No,0
34.0,male,Master,92279.73,15,RENT,9582.76,PERSONAL,12.97,0.1,10.0,572,No,0
46.0,female,Bachelor,28801.68,19,RENT,6358.08,PERSONAL,13.97,0.22,19.0,638,No,1
55.0,female,Associate,55726.95,37,MORTGAGE,24468.68,HOMEIMPROVEMENT,15.81,0.44,11.0,573,No,0
44.0,female,Bachelor,73091.42,8,RENT,17098.34,MEDICAL,16.11,0.23,19.0,660,No,1
35.0,male,High School,28316.69,5,OTHER,7998.08,DEBTCONSOLIDATION,15.79,0.28,7.0,584,Yes,0
46.0,female,Master,94664.95,14,MORTGAGE,21556.44,VENTURE,16.49,0.23,8.0,607,No,1
47.0,male,Bachelor,90850.28,18,RENT,35000.0,VENTURE,14.83,0.39,16.0,638,Yes,0
48.0,male,Master,41885.87,2,RENT,14104.57,EDUCATION,15.21,0.34,20.0,597,No,1
46.0,male,Bachelor,101687.89,10,RENT,13327.52,DEBTCONSOLIDATION,11.53,0.13,17.0,635,No,1
57.0,male,Bachelor,58489.56,17,MORTGAGE,21803.2,DEBTCONSOLIDATION,10.63,0.37,24.0,682,No,0
36.0,male,Associate,95391.17,1,OWN,25700.56,PERSONAL,14.64,0.27,13.0,639,No,0
27.0,male,High School,63146.2,5,MORTGAGE,31361.36,VENTURE,16.31,0.5,7.0,567,Yes,0
31.0,male,Associate,45057.62,1,RENT,13744.69,DEBTCONSOLIDATION,14.58,0.31,9.0,513,Yes,0
35.0,female,Master,49250.32,15,RENT,14447.47,HOMEIMPROVEMENT,14.56,0.29,11.0,575,No,1
53.0,male,Bachelor,57794.82,18,OWN,15071.73,EDUCATION,11.65,0.26,15.0,618,No,1
41.0,female,Associate,64092.63,4,RENT,10748.85,MEDICAL,16.77,0.17,11.0,608,Yes,0
61.0,female,High School,31764.92,22,MORTGAGE,7790.9,EDUCATION,13.83,0.25,22.0,646,Yes,0
36.0,male,Bachelor,63516.25,6,RENT,20172.25,HOMEIMPROVEMENT,15.84,0.32,9.0,619,Yes,0
61.0,female,Bachelor,81401.86,19,MORTGAGE,15703.14,EDUCATION,11.24,0.19,28.0,652,Yes,0
37.0,male,Bachelor,47558.15,5,RENT,14733.6,HOMEIMPROVEMENT,15.39,0.31,14.0,562,Yes,0
43.0,male,Bachelor,36664.96,11,RENT,17377.44,DEBTCONSOLIDATION,13.88,0.47,9.0,602,Yes,0
32.0,female,High School,69319.32,2,RENT,33199.48,VENTURE,15.82,0.48,9.0,540,Yes,0
59.0,female,Bachelor,71172.52,12,MORTGAGE,21095.38,EDUCATION,17.61,0.3,23.0,606,Yes,0
44.0,male,Associate,36652.3,10,RENT,13515.63,EDUCATION,16.19,0.37,16.0,597,Yes,0
70.0,female,High School,29401.24,41,RENT,14944.3,DEBTCONSOLIDATION,13.33,0.51,26.0,694,No,1
56.0,female,Associate,82081.08,35,RENT,35000.0,DEBTCONSOLIDATION,12.09,0.43,23.0,680,Yes,0
42.0,male,Bachelor,61432.39,21,OWN,10323.58,VENTURE,16.46,0.17,14.0,518,Yes,0
38.0,male,High School,55255.19,7,RENT,16801.86,MEDICAL,16.48,0.3,12.0,578,No,0
53.0,female,High School,23423.65,13,OWN,4935.86,MEDICAL,18.65,0.21,25.0,604,Yes,1
45.0,female,Bachelor,60460.02,7,RENT,17695.84,VENTURE,14.4,0.29,7.0,606,No,0
38.0,female,Associate,33532.0,10,RENT,8370.92,MEDICAL,14.95,0.25,8.0,506,Yes,0
45.0,female,Master,201565.97,26,OWN,35000.0,EDUCATION,11.57,0.17,15.0,702,No,1
31.0,female,Bachelor,58481.59,3,MORTGAGE,12217.51,HOMEIMPROVEMENT,16.63,0.21,6.0,555,Yes,0
48.0,male,Bachelor,39162.68,22,RENT,6088.33,HOMEIMPROVEMENT,16.73,0.16,14.0,610,No,0
50.0,female,Associate,65950.0,8,RENT,8431.23,PERSONAL,15.25,0.13,15.0,629,No,0
35.0,female,High School,61835.32,6,MORTGAGE,15504.85,PERSONAL,16.18,0.25,11.0,574,Yes,0
57.0,female,Associate,41506.5,20,RENT,12769.42,MEDICAL,14.05,0.31,11.0,590,No,0
54.0,female,Bachelor,44642.01,27,RENT,20386.01,VENTURE,13.26,0.46,17.0,682,No,0
47.0,female,High School,14507.59,25,MORTGAGE,4141.91,DEBTCONSOLIDATION,10.92,0.29,17.0,641,Yes,0
37.0,male,Master,122703.17,12,MORTGAGE,35000.0,EDUCATION,15.12,0.29,9.0,639,No,1
51.0,female,Doctorate,39759.29,20,RENT,3367.45,MEDICAL,12.26,0.08,9.0,609,No,0
41.0,male,Bachelor,61271.66,20,MORTGAGE,14628.92,EDUCATION,12.61,0.24,17.0,688,Yes,1
46.0,male,Associate,20185.05,18,MORTGAGE,5319.88,DEBTCONSOLIDATION,14.53,0.26,12.0,600,Yes,0
52.0,male,Bachelor,119713.55,3,MORTGAGE,31319.42,VENTURE,15.13,0.26,24.0,662,Yes,0
34.0,male,High School,58664.8,0,OTHER,19073.02,VENTURE,13.73,0.33,11.0,595,Yes,0
32.0,female,Master,77355.18,8,RENT,23175.03,PERSONAL,13.25,0.3,4.0,541,Yes,0
40.0,male,Associate,60991.5,0,RENT,19539.18,VENTURE,14.68,0.32,13.0,612,Yes,0
67.0,male,Bachelor,62644.04,35,RENT,19050.32,EDUCATION,13.97,0.3,19.0,683,No,0
70.0,female,High School,28897.5,41,RENT,4401.28,VENTURE,16.87,0.15,18.0,622,Yes,0
48.0,female,Bachelor,28943.5,30,MORTGAGE,5718.69,PERSONAL,14.17,0.2,16.0,609,No,1
54.0,female,Associate,53671.58,0,MORTGAGE,24727.67,VENTURE,16.38,0.46,19.0,616,Yes,0
44.0,female,High School,23405.25,16,RENT,5740.92,PERSONAL,15.85,0.25,18.0,582,Yes,0
45.0,female,Associate,185252.51,26,OWN,35000.0,DEBTCONSOLIDATION,14.69,0.19,16.0,643,Yes,0
42.0,female,High School,18191.86,3,RENT,4475.57,PERSONAL,16.63,0.25,15.0,566,Yes,0
56.0,male,High School,72396.8,30,RENT,19783.62,EDUCATION,9.97,0.27,25.0,673,Yes,0
62.0,male,Master,159712.09,43,OTHER,35000.0,MEDICAL,10.13,0.22,12.0,693,No,1
45.0,male,High School,15681.96,1,RENT,4659.97,MEDICAL,13.83,0.3,12.0,578,Yes,0
45.0,female,Bachelor,44823.99,12,MORTGAGE,15814.02,DEBTCONSOLIDATION,14.06,0.35,15.0,595,Yes,0
43.0,female,High School,27315.19,1,RENT,12379.69,DEBTCONSOLIDATION,13.77,0.45,16.0,601,Yes,0
62.0,female,Bachelor,362832.39,21,MORTGAGE,35000.0,PERSONAL,11.35,0.1,29.0,717,No,1
53.0,female,Doctorate,90084.39,30,MORTGAGE,28386.22,MEDICAL,14.12,0.32,24.0,622,Yes,0
37.0,female,Associate,22286.24,5,OWN,6850.72,DEBTCONSOLIDATION,15.66,0.31,11.0,555,Yes,0
66.0,male,Doctorate,130229.26,38,RENT,16207.5,MEDICAL,15.46,0.12,15.0,672,No,1
29.0,male,Bachelor,31765.83,9,RENT,11341.89,EDUCATION,18.9,0.36,4.0,521,No,0
60.0,female,Bachelor,44756.41,0,RENT,13910.73,MEDICAL,15.27,0.31,23.0,566,Yes,0
55.0,male,High School,32608.65,20,RENT,5586.88,PERSONAL,17.19,0.17,21.0,595,Yes,0
45.0,female,Master,84901.01,7,RENT,13475.4,MEDICAL,21.5,0.16,7.0,533,Yes,0
45.0,male,Master,63737.05,27,RENT,16790.27,MEDICAL,16.28,0.26,13.0,565,Yes,0
43.0,male,High School,28138.97,18,RENT,9611.55,PERSONAL,13.01,0.34,18.0,610,Yes,0
37.0,female,High School,60922.24,10,MORTGAGE,16446.79,EDUCATION,14.15,0.27,5.0,601,Yes,0
65.0,male,Associate,60520.31,31,RENT,20434.48,EDUCATION,14.94,0.34,20.0,647,No,1
45.0,female,High School,33276.8,5,OTHER,5700.4,DEBTCONSOLIDATION,12.99,0.17,15.0,625,No,1
37.0,male,Associate,16279.72,10,RENT,3328.61,PERSONAL,16.83,0.2,14.0,486,Yes,0
64.0,male,Master,115156.05,36,MORTGAGE,34242.84,HOMEIMPROVEMENT,13.21,0.3,13.0,653,No,0
49.0,female,Master,66688.94,30,MORTGAGE,6315.73,PERSONAL,14.72,0.09,21.0,671,No,0
50.0,male,Associate,44505.66,4,RENT,18004.88,EDUCATION,17.3,0.4,13.0,552,Yes,0
67.0,female,High School,17356.71,45,MORTGAGE,7043.88,VENTURE,17.18,0.41,20.0,610,Yes,0
51.0,male,Bachelor,61605.95,9,RENT,16825.03,DEBTCONSOLIDATION,13.19,0.27,13.0,580,No,0
39.0,female,Master,86015.27,19,OWN,29784.13,PERSONAL,12.66,0.35,15.0,654,Yes,1
51.0,male,Bachelor,59668.26,31,OWN,8543.79,PERSONAL,14.4,0.14,11.0,566,Yes,0
38.0,male,Master,48128.99,16,MORTGAGE,12837.11,EDUCATION,15.25,0.27,6.0,536,Yes,0
41.0,female,Bachelor,116915.49,23,OWN,19892.02,MEDICAL,14.86,0.17,15.0,595,Yes,0
47.0,female,Bachelor,40928.55,16,OWN,11391.44,DEBTCONSOLIDATION,14.59,0.28,20.0,641,Yes,0
54.0,female,High School,68801.5,28,RENT,11416.43,MEDICAL,14.07,0.17,14.0,596,Yes,1
40.0,female,Bachelor,105960.92,20,OWN,35000.0,VENTURE,15.23,0.33,16.0,633,No,1
43.0,female,Bachelor,33184.22,5,MORTGAGE,11693.41,DEBTCONSOLIDATION,12.21,0.35,18.0,613,No,0
43.0,male,Bachelor,88827.06,18,MORTGAGE,11177.14,MEDICAL,17.31,0.13,8.0,576,Yes,0
56.0,female,Bachelor,53985.58,28,MORTGAGE,17087.89,EDUCATION,15.19,0.32,12.0,554,Yes,0
45.0,female,High School,51115.43,13,MORTGAGE,17349.5,PERSONAL,16.91,0.34,12.0,605,Yes,0
66.0,female,Associate,32802.34,29,RENT,4917.0,MEDICAL,14.68,0.15,28.0,685,No,1
41.0,female,Master,69775.06,15,RENT,13242.06,EDUCATION,12.14,0.19,6.0,629,Yes,0
40.0,male,Associate,44297.47,10,MORTGAGE,6572.69,EDUCATION,15.03,0.15,12.0,592,No,0
60.0,female,High School,43009.8,25,OWN,7192.04,MEDICAL,12.46,0.17,28.0,667,No,1
50.0,female,Bachelor,69919.96,14,OWN,28872.98,EDUCATION,13.44,0.41,16.0,624,Yes,0
70.0,male,Associate,34520.81,24,MORTGAGE,9917.49,MEDICAL,15.98,0.29,15.0,599,No,0
60.0,female,Bachelor,46992.51,19,OWN,11255.09,DEBTCONSOLIDATION,15.31,0.24,14.0,600,Yes,0
35.0,female,Bachelor,75449.1,8,OTHER,9065.3,MEDICAL,15.1,0.12,9.0,560,No,0
45.0,female,Bachelor,43640.13,9,MORTGAGE,13776.59,PERSONAL,14.0,0.32,15.0,602,No,0
47.0,female,Doctorate,57732.28,3,RENT,13170.6,MEDICAL,17.58,0.23,9.0,577,Yes,0
47.0,male,High School,25450.68,16,RENT,5983.67,VENTURE,12.48,0.24,16.0,591,No,0
43.0,male,Doctorate,66852.81,11,OWN,14595.78,DEBTCONSOLIDATION,15.64,0.22,10.0,551,Yes,0
47.0,male,Bachelor,28115.43,1,RENT,8962.2,VENTURE,19.41,0.32,9.0,500,Yes,0
47.0,female,Master,106428.7,15,OWN,35000.0,VENTURE,13.45,0.33,15.0,609,Yes,0
40.0,male,Bachelor,49483.33,19,OWN,9451.58,MEDICAL,15.79,0.19,13.0,575,Yes,0
56.0,female,High School,20345.7,9,MORTGAGE,3538.68,MEDICAL,16.05,0.17,14.0,564,Yes,0
64.0,female,Bachelor,60460.24,42,OWN,10148.84,HOMEIMPROVEMENT,12.53,0.17,29.0,679,No,0
52.0,female,High School,19825.68,18,MORTGAGE,3002.07,EDUCATION,13.91,0.15,10.0,631,Yes,0
49.0,male,Bachelor,36586.78,12,OTHER,8970.83,HOMEIMPROVEMENT,13.23,0.25,12.0,566,Yes,0
44.0,male,High School,83783.04,23,OWN,24015.64,HOMEIMPROVEMENT,14.96,0.29,12.0,567,Yes,0
47.0,female,High School,25331.79,28,MORTGAGE,10351.88,HOMEIMPROVEMENT,14.36,0.41,14.0,602,Yes,0
48.0,female,Master,78543.82,28,MORTGAGE,29104.42,VENTURE,17.58,0.37,17.0,624,No,0
37.0,male,Master,222743.82,15,OWN,35000.0,PERSONAL,10.51,0.16,8.0,705,No,1
55.0,male,Bachelor,73925.38,23,MORTGAGE,16162.29,DEBTCONSOLIDATION,9.51,0.22,12.0,619,Yes,0
41.0,female,Associate,38052.74,20,RENT,6186.12,DEBTCONSOLIDATION,16.73,0.16,17.0,642,No,0
61.0,female,Master,31234.96,37,MORTGAGE,15192.35,DEBTCONSOLIDATION,15.55,0.49,13.0,610,Yes,0
26.0,female,Doctorate,87343.78,8,RENT,17728.93,DEBTCONSOLIDATION,16.05,0.2,2.0,563,No,0
46.0,male,High School,29364.41,24,OTHER,12208.08,DEBTCONSOLIDATION,14.84,0.42,15.0,584,Yes,0
55.0,female,High School,48377.26,12,RENT,8892.81,EDUCATION,12.96,0.18,12.0,584,Yes,0
52.0,male,Master,60174.36,33,RENT,6281.77,PERSONAL,17.21,0.1,20.0,616,Yes,0
35.0,female,High School,43288.48,14,RENT,9023.86,PERSONAL,15.56,0.21,10.0,562,Yes,0
60.0,male,Bachelor,137931.66,37,MORTGAGE,35000.0,PERSONAL,10.78,0.25,21.0,702,No,1
39.0,male,Bachelor,68049.28,3,OTHER,15912.94,HOMEIMPROVEMENT,19.31,0.23,9.0,585,Yes,0
41.0,male,Bachelor,23875.19,0,RENT,8250.57,EDUCATION,15.58,0.35,14.0,577,No,0
41.0,male,High School,44499.08,23,RENT,13127.88,EDUCATION,16.92,0.3,13.0,579,Yes,0
33.0,male,Bachelor,86824.55,9,RENT,30706.69,HOMEIMPROVEMENT,17.22,0.35,6.0,652,Yes,0
47.0,female,Bachelor,28195.62,17,RENT,5663.85,PERSONAL,16.2,0.2,9.0,566,Yes,0
56.0,male,Master,196170.6,27,OWN,35000.0,VENTURE,12.62,0.18,12.0,677,No,1
61.0,female,Associate,56199.5,30,RENT,11040.02,VENTURE,11.19,0.2,23.0,699,No,1
43.0,male,Master,79033.64,1,OTHER,12054.05,EDUCATION,16.12,0.15,12.0,554,No,0
45.0,male,High School,28996.62,8,RENT,4409.44,MEDICAL,17.41,0.15,16.0,583,Yes,0
53.0,female,High School,41342.2,19,MORTGAGE,10726.97,MEDICAL,12.97,0.26,10.0,646,No,1
43.0,female,Master,37210.24,0,OTHER,19208.46,VENTURE,16.19,0.52,18.0,608,Yes,0
57.0,male,High School,94600.62,35,MORTGAGE,12650.74,MEDICAL,11.62,0.13,21.0,697,No,1
44.0,female,High School,79092.29,4,MORTGAGE,28942.05,EDUCATION,17.04,0.37,9.0,565,Yes,0
38.0,male,High School,102313.12,9,MORTGAGE,35000.0,DEBTCONSOLIDATION,17.78,0.34,7.0,571,Yes,0
47.0,male,Bachelor,20463.95,4,MORTGAGE,3675.89,HOMEIMPROVEMENT,15.6,0.18,20.0,560,Yes,0
34.0,male,Bachelor,55402.11,1,OWN,18215.17,VENTURE,17.81,0.33,5.0,617,No,0
